longitude,latitude,severity_label
-3.05392,53.79759,Slight
-0.65464,53.53901,Slight
-0.51096,53.54847,Serious
-0.64726,53.57339,Serious
-0.65238,53.59398,Slight
-0.818,53.56898,Slight
-1.07191,53.95565,Serious
-1.04565,53.94562,Slight
-1.12571,53.95501,Slight
-1.07448,54.01656,Slight
-1.46485,52.93602,Slight
-1.46484,52.9361,Slight
-1.10429,52.62821,Slight
-1.1722,52.66188,Serious
-1.1575,52.62054,Slight
-1.13981,52.60231,Slight
-1.1764,52.67449,Slight
-1.11585,52.61093,Slight
-2.72048,52.05403,Slight
-2.4439,52.67376,Serious
-2.2227,53.06255,Slight
-2.18556,53.00384,Slight
-2.45684,51.38876,Slight
-2.80654,51.36517,Slight
-2.38575,51.45233,Slight
-4.1484,50.37166,Serious
-3.5277,50.38573,Serious
-1.6956,51.52887,Slight
-1.83499,51.52018,Serious
-1.79436,51.52289,Slight
-0.04819,52.62011,Slight
-0.25765,52.53641,Slight
-0.41502,51.87684,Slight
0.44682,51.52402,Slight
0.33321,51.50524,Slight
0.51993,51.377,Serious
0.46832,51.38415,Slight
0.51821,51.38233,Slight
0.59836,51.34414,Serious
-1.24843,51.40362,Slight
-0.82077,51.36677,Slight
-0.78122,52.05067,Slight
-0.72319,52.04726,Slight
-0.76278,52.0368,Serious
-0.84821,52.06014,Slight
-1.077,50.77922,Slight
-1.07705,50.79967,Serious
-1.07399,50.78037,Serious
-1.44517,50.92658,Slight
-1.29872,50.69661,Slight
-1.64032,54.87238,Slight
-1.51085,54.6524,Slight
-0.52139,52.14274,Slight
-0.29837,52.19523,Slight
-1.60363,55.12719,Serious
-0.75493,52.40763,Slight
-0.73268,52.40697,Slight
-3.2616,54.11389,Slight
-2.93924,54.17999,Slight
-3.11574,54.18635,Slight
-2.735,54.33274,Slight
-2.421,53.57951,Serious
-2.33744,53.57136,Slight
-2.34125,53.40451,Serious
-2.5196,53.49503,Serious
-2.50938,53.51503,Serious
-2.98738,53.34849,Slight
-3.02022,53.43283,Slight
-1.23389,53.3899,Serious
-1.28091,53.37387,Slight
-1.30013,53.48952,Serious
-1.61505,54.97135,Serious
-1.55443,55.02139,Slight
-1.42712,54.98171,Slight
-1.45184,54.96756,Serious
-1.39051,54.906,Slight
-1.47163,54.85712,Slight
-1.39731,54.90097,Serious
-1.44159,52.40423,Slight
-2.0661,52.51314,Slight
-1.78252,52.45099,Serious
-1.75307,52.44704,Slight
-1.9724,52.60287,Slight
-1.96683,52.62949,Slight
-2.06056,52.57412,Slight
-1.68575,54.96203,Slight
-1.64314,54.94922,Slight
0.13213,51.5498,Slight
0.13112,51.56061,Slight
0.14477,51.47081,Serious
0.11455,51.47208,Slight
-0.33021,51.58326,Slight
-0.14873,51.41014,Slight
-0.15816,51.40869,Slight
-0.19231,51.36499,Slight
-0.15593,51.38093,Slight
-0.01308,51.57614,Slight
-0.01849,51.59044,Slight
-4.24516,55.6103,Slight
-4.47322,55.59653,Serious
-4.67998,57.14387,Slight
-3.85853,57.16989,Serious
-4.2023,57.47501,Slight
-4.98628,57.09243,Slight
-4.72175,55.70968,Slight
-3.79303,55.59296,Slight
-2.44074,57.31932,Slight
-3.15723,55.94125,Serious
-3.18191,55.95276,Serious
-3.18356,55.97468,Slight
-3.21238,55.95913,Slight
-4.42402,55.84281,Slight
-4.56693,55.85308,Serious
-4.54052,55.86046,Serious
-3.15061,56.17628,Fatal
-3.38032,56.08421,Slight
-3.73627,56.07789,Slight
-3.48568,56.38823,Slight
-3.42824,56.39417,Serious
-3.48516,56.22533,Serious
-3.86269,52.39742,Slight
-4.96747,51.80506,Serious
-4.06865,51.73863,Serious
-3.96824,52.05223,Serious
-3.20255,51.44131,Slight
-3.43894,51.59986,Slight
-3.21051,51.78486,Slight
-3.08972,51.54972,Slight
-3.71563,52.64101,Serious
-1.24514,54.57709,Serious
-1.22324,54.55957,Serious
-0.95339,54.53952,Slight
-0.91947,54.56698,Slight
-2.59488,53.41773,Serious
-2.52123,53.45077,Slight
-2.45733,53.72513,Slight
-2.45002,53.68909,Slight
-2.46348,53.75427,Serious
-0.09821,53.54139,Slight
-0.05834,53.56968,Slight
-0.6533,53.58452,Slight
-1.08103,53.96802,Slight
-1.09792,53.95095,Slight
-1.46356,52.90678,Slight
-1.12568,52.631,Slight
-1.16591,52.64066,Serious
-2.73282,51.89468,Slight
-2.18476,53.00901,Slight
-2.55004,51.40657,Slight
-2.51059,51.50219,Slight
-4.17719,50.3733,Slight
-3.51571,50.38996,Slight
-3.58481,50.41909,Slight
-1.7884,51.55197,Slight
-1.73869,51.54379,Slight
-1.74857,51.57299,Slight
-1.78882,51.57,Slight
-0.22238,52.57653,Slight
-0.41739,51.90827,Slight
-0.38506,51.89596,Slight
-0.40284,51.87952,Slight
-0.46738,51.90173,Slight
0.69956,51.54738,Slight
0.68647,51.55069,Slight
0.2341,51.49569,Slight
0.33544,51.48235,Serious
0.57855,51.35934,Slight
0.53859,51.37755,Slight
0.5139,51.34544,Serious
0.55118,51.37629,Slight
-1.01138,51.46311,Serious
-0.62726,51.5287,Slight
-0.52936,51.4401,Serious
-0.71838,51.49208,Slight
-0.93088,51.45171,Serious
-0.7259,52.01495,Slight
-1.05643,50.85361,Slight
-1.07175,50.83795,Slight
-1.40995,50.90893,Serious
-1.36097,50.93761,Slight
-1.42111,50.91432,Serious
-1.39944,50.90637,Serious
-1.40748,50.90719,Slight
-1.34669,50.69187,Serious
-1.63185,54.83522,Serious
-1.84832,54.82877,Slight
-1.57394,54.81592,Slight
-2.28732,52.56004,Serious
-2.31662,52.48675,Serious
-2.94796,52.72172,Slight
-0.48013,52.13904,Slight
-0.45115,52.14643,Slight
-1.56994,55.07716,Slight
-1.62058,55.24082,Slight
-2.04272,55.77153,Slight
-2.93146,54.93262,Serious
-3.24872,54.34459,Slight
-3.56092,54.63734,Slight
-2.97188,54.94541,Slight
-3.56222,54.55386,Serious
-2.88948,54.82869,Serious
-2.79915,54.76466,Slight
-3.23864,54.11242,Slight
-2.78013,54.21074,Slight
-2.33023,53.50785,Slight
-2.11533,53.37655,Slight
-2.07688,53.45195,Serious
-2.63648,53.58822,Serious
-2.80815,53.39845,Slight
-2.63218,53.47108,Slight
-3.00747,53.46653,Serious
-2.97126,53.63358,Slight
-3.04578,53.42069,Slight
-3.02249,53.39846,Slight
-1.51577,53.56557,Slight
-1.31668,53.50422,Slight
-1.60616,54.97658,Serious
-1.69557,54.9825,Serious
-1.69494,55.00013,Slight
-1.59385,55.03953,Slight
-1.49036,54.96623,Slight
-1.43152,54.87574,Slight
-1.40482,54.90143,Slight
-1.52158,52.43125,Slight
-2.17231,52.48236,Slight
-2.04948,52.44748,Slight
-2.14227,52.45415,Serious
-1.78434,52.44523,Serious
-2.1289,52.59117,Serious
-2.06943,52.58323,Slight
-1.81227,53.67795,Slight
-1.86511,53.73378,Slight
-1.99636,53.63311,Slight
-1.61471,54.95914,Slight
-0.10395,51.51184,Slight
-0.07479,51.51002,Serious
0.11312,51.52492,Slight
0.14138,51.5812,Serious
-0.35852,51.60699,Slight
-0.34309,51.57738,Slight
-0.36718,51.56601,Slight
-0.19084,51.42746,Slight
-0.2886,51.46551,Slight
-0.21151,51.38585,Slight
-0.17165,51.36306,Slight
-0.02094,51.60874,Slight
-4.47677,55.60655,Serious
-4.27808,55.79064,Fatal
-4.33069,56.98894,Serious
-4.81064,55.94803,Serious
-4.71725,56.43914,Slight
-1.95384,57.60335,Slight
-2.0501,57.65154,Slight
-2.18681,57.3461,Serious
-3.31535,55.92326,Slight
-3.1837,56.12656,Serious
-4.2703,52.92067,Serious
-3.45985,53.297,Slight
-3.11656,52.96966,Slight
-3.02925,52.99559,Serious
-4.08684,52.41516,Slight
-4.30869,51.8483,Slight
-4.27629,51.73235,Slight
-3.01955,51.61105,Slight
-3.15165,52.08201,Serious
-1.23163,54.55008,Serious
-1.25391,54.556,Slight
-1.26521,54.5241,Slight
-1.12804,54.56116,Slight
-1.14173,54.57102,Slight
-1.18569,54.57295,Slight
-1.10479,54.5253,Serious
-2.68381,53.31589,Slight
-3.05087,53.79993,Serious
-3.00787,53.79959,Slight
-3.02682,53.78517,Slight
-0.03465,53.55265,Slight
-0.0577,53.56485,Serious
-0.57736,53.53273,Slight
-0.67796,53.59009,Slight
-1.06752,53.95514,Slight
-1.08568,53.96312,Slight
-1.49235,52.95283,Serious
-1.1541,52.62327,Slight
-1.12339,52.63698,Slight
-1.11864,52.64899,Slight
-0.72675,52.66953,Serious
-2.73996,52.06173,Slight
-2.67265,51.38477,Slight
-2.72215,51.39027,Slight
-2.51751,51.44929,Slight
-4.19436,50.40754,Slight
-1.75341,51.57552,Slight
-0.42652,51.88242,Fatal
-0.42081,51.88355,Slight
0.34703,51.47833,Slight
0.52454,51.3804,Slight
0.5109,51.40528,Serious
0.51721,51.41436,Slight
-1.12502,51.41095,Serious
-1.07063,50.83897,Slight
-1.06747,50.81639,Slight
-1.40003,50.91263,Slight
-1.37948,50.93711,Slight
-1.23415,50.72498,Slight
-2.56081,52.8708,Serious
-3.03119,52.87006,Slight
-2.35474,52.48384,Serious
-2.38447,52.50594,Fatal
-0.52039,52.08648,Slight
-0.4717,52.12508,Slight
-1.59724,55.18367,Slight
-1.75728,55.52717,Slight
-1.83122,55.61331,Serious
-1.69599,55.07407,Serious
-0.69204,52.2872,Slight
-0.70868,52.50215,Slight
-0.70788,52.48719,Slight
-0.68501,52.4936,Slight
-2.92815,54.8823,Slight
-2.82802,54.19306,Slight
-2.45359,53.54243,Slight
-2.47041,53.60984,Slight
-2.31104,53.59716,Slight
-2.14311,53.52026,Slight
-2.33118,53.48662,Slight
-2.30841,53.45542,Slight
-2.35931,53.43054,Slight
-2.52134,53.50744,Serious
-2.59775,53.51813,Slight
-2.77259,53.48474,Slight
-3.00173,53.46604,Serious
-2.98705,53.46637,Slight
-3.05258,53.40411,Serious
-1.46947,53.52961,Fatal
-1.42105,53.51709,Slight
-1.44729,53.58602,Slight
-1.43186,53.57535,Slight
-1.42005,53.4317,Slight
-1.61241,54.97412,Slight
-1.61391,54.97406,Serious
-1.42067,54.9051,Slight
-1.49169,52.40841,Slight
-2.12401,52.5188,Slight
-1.77735,52.42842,Slight
-1.78631,52.3546,Slight
-1.75699,52.49331,Slight
-2.00436,52.61681,Slight
-1.57593,54.88261,Slight
-0.10006,51.51568,Serious
0.14734,51.55786,Serious
0.10052,51.54271,Slight
0.16079,51.47328,Slight
0.12305,51.46881,Slight
-0.35893,51.56683,Slight
-0.31519,51.58465,Slight
-0.34257,51.57821,Slight
-0.31378,51.60281,Slight
-0.25764,51.40288,Slight
-0.18866,51.38979,Serious
-0.30241,51.46294,Slight
-0.21852,51.38017,Slight
-0.17563,51.37114,Slight
-0.00828,51.56965,Slight
-0.04089,51.58695,Slight
-0.02986,51.5762,Serious
-0.01733,51.61406,Fatal
-3.76115,55.23137,Slight
-4.37971,55.60189,Slight
-4.1646,57.83083,Serious
-4.04275,57.07471,Serious
-5.09245,56.8229,Slight
-3.63659,55.64717,Serious
-2.18219,57.23872,Fatal
-2.33195,57.59464,Serious
-3.29443,55.93765,Slight
-3.21277,55.94451,Slight
-4.47308,55.84311,Slight
-3.39623,56.03546,Serious
-3.47454,56.07532,Slight
-3.98591,55.83538,Slight
-4.56213,53.28358,Serious
-2.98353,53.03905,Serious
-3.99927,51.57719,Serious
-3.847,51.64973,Slight
-3.57313,51.52737,Slight
-3.37402,51.55663,Slight
-3.37255,51.53281,Slight
-3.24181,51.64973,Slight
-3.21535,51.6666,Slight
-3.30079,51.77357,Slight
-2.85729,51.57152,Fatal
-3.22508,52.21534,Slight
-1.2437,54.67112,Serious
-1.25149,54.5681,Slight
-0.91963,54.56671,Serious
-1.37335,54.56596,Serious
-1.53665,54.54457,Slight
-1.51043,54.51916,Serious
-2.7066,53.31201,Slight
-2.47125,53.69236,Serious
-3.04052,53.82314,Slight
-3.05049,53.8385,Slight
-0.06656,53.5675,Slight
-0.02865,53.55772,Slight
-0.65231,53.60424,Serious
-1.12531,52.64473,Serious
-1.14253,52.62559,Serious
-2.90891,52.21299,Slight
-2.17317,53.01662,Slight
-2.53924,51.35198,Serious
-2.2867,51.40782,Slight
-2.78842,51.35569,Slight
-2.35646,51.45608,Serious
-2.51328,51.47977,Serious
-2.56154,51.56132,Slight
-4.15377,50.38865,Slight
-4.16599,50.37569,Slight
-3.53474,50.48305,Slight
-3.58795,50.46304,Slight
-1.7703,51.56276,Slight
-1.7747,51.5661,Slight
-0.24453,52.58289,Slight
-0.26608,52.52935,Serious
-0.43483,51.88617,Slight
0.54914,51.33299,Serious
-1.32092,51.39855,Serious
-0.96347,51.44672,Slight
-0.53651,51.44428,Slight
-0.93065,51.44225,Slight
-0.84493,51.4153,Slight
-0.77544,52.04034,Slight
-0.7851,51.98927,Slight
-1.06934,50.81137,Slight
-1.37559,50.92887,Serious
-1.53611,54.78399,Slight
-2.39384,52.96576,Serious
-2.63629,52.5301,Slight
-0.44751,52.12722,Slight
-1.72481,55.33039,Slight
-0.47273,52.48669,Slight
-3.5937,54.50606,Slight
-2.94536,54.89507,Slight
-3.24536,54.66831,Serious
-2.11377,53.53141,Serious
-2.36533,53.4898,Serious
-2.32191,53.50249,Slight
-2.34414,53.50485,Slight
-2.38962,53.48331,Serious
-2.88498,53.48303,Serious
-2.64503,53.45338,Slight
-3.01872,53.39156,Serious
-1.54767,53.54777,Serious
-1.4886,53.52113,Serious
-1.38398,53.51707,Slight
-1.64162,53.53793,Serious
-1.7188,53.52917,Slight
-1.47795,53.55809,Serious
-1.47821,53.57763,Serious
-1.31043,53.44363,Fatal
-1.32321,53.36692,Serious
-1.5779,54.99045,Slight
-1.61267,54.97176,Slight
-1.59692,54.98811,Slight
-1.5073,52.41113,Slight
-2.15611,52.50571,Slight
-1.75749,52.43705,Slight
-2.18543,52.57742,Slight
-2.07934,52.59697,Slight
-2.08855,52.59647,Slight
-2.09606,52.59656,Slight
-1.8868,53.73985,Slight
-1.74468,54.97974,Serious
-0.09107,51.51176,Serious
0.16537,51.54106,Slight
0.07065,51.537,Slight
0.14078,51.57555,Slight
0.1041,51.44561,Slight
0.16786,51.48813,Slight
-0.34066,51.5803,Slight
-0.25612,51.39861,Slight
-0.20208,51.395,Slight
-0.213,51.4287,Slight
-0.33113,51.44294,Serious
-0.19144,51.35954,Slight
-0.18969,51.38472,Slight
-0.0132,51.55945,Serious
-3.59457,55.08606,Slight
-4.47723,55.59723,Slight
-4.37845,55.76107,Serious
-4.52832,55.7632,Slight
-4.72951,55.64869,Slight
-4.11503,55.81925,Slight
-4.20539,55.75228,Slight
-3.87938,55.628,Slight
-3.87513,55.75534,Slight
-4.74252,56.48672,Slight
-4.9204,55.97688,Serious
-4.48987,55.90681,Serious
-4.54489,55.94454,Serious
-2.94966,56.48601,Slight
-2.95764,56.46808,Slight
-3.02754,56.47009,Slight
-2.99717,56.38521,Slight
-3.86705,55.76435,Serious
-4.19118,53.22448,Serious
-3.81023,53.28481,Slight
-4.13582,52.24668,Slight
-4.07648,52.11133,Serious
-4.04795,51.85123,Slight
-3.99476,51.67816,Slight
-3.8362,51.63322,Serious
-3.18415,51.52573,Slight
-3.03848,51.69808,Slight
-2.88406,51.63965,Fatal
-3.28414,51.99847,Slight
-3.4225,52.67591,Slight
-3.35734,51.76599,Slight
-1.23842,54.57077,Slight
-1.31284,54.56008,Slight
-2.65459,53.38651,Slight
-2.46566,53.74255,Slight
-2.49098,53.72814,Slight
-3.04396,53.8135,Serious
-3.02715,53.80628,Slight
-0.09313,53.55235,Slight
-0.08732,53.56803,Slight
-0.21022,53.52114,Serious
-0.03731,53.55907,Serious
-0.42231,53.65119,Slight
-0.62263,53.57638,Slight
-0.3495,53.65638,Serious
-1.51068,52.90175,Slight
-1.40075,52.9118,Serious
-1.50717,52.90566,Serious
-1.15702,52.62082,Serious
-2.4756,52.20994,Serious
-2.48015,52.70393,Slight
-2.15205,52.99667,Slight
-2.31225,51.40372,Slight
-2.83431,51.39457,Serious
-2.93298,51.34471,Slight
-2.79769,51.32804,Slight
-2.86478,51.42783,Slight
-2.97264,51.3398,Slight
-2.41249,51.54348,Serious
-2.46875,51.49246,Slight
-4.15181,50.40825,Slight
-4.10668,50.35211,Slight
-3.5376,50.46212,Serious
-3.56998,50.48295,Slight
-1.81425,51.55915,Slight
-1.81484,51.5612,Slight
-1.75507,51.54926,Slight
-1.78154,51.59539,Slight
-0.32371,52.57192,Serious
-0.24193,52.57019,Serious
-0.48685,51.89895,Slight
-0.39854,51.87528,Slight
-0.4181,51.87894,Slight
-0.41829,51.86912,Slight
0.6979,51.54758,Serious
-0.75974,51.41598,Slight
-0.77855,51.42239,Slight
-0.98063,51.44793,Slight
-0.59141,51.50758,Slight
-0.62733,51.45258,Slight
-0.88552,51.42251,Serious
-0.88907,51.4246,Slight
-0.72051,52.01298,Slight
-0.70197,52.15264,Slight
-0.75419,52.04249,Slight
-1.06835,50.84695,Slight
-1.06939,50.83686,Serious
-1.06373,50.80932,Slight
-1.39196,50.89875,Serious
-1.46954,50.9233,Slight
-1.51071,50.67043,Slight
-1.57195,54.65352,Serious
-1.56688,54.70447,Serious
-2.96747,52.81505,Slight
-0.44062,52.11619,Slight
-1.56494,55.10655,Slight
-2.01973,55.53244,Slight
-2.46106,54.96995,Slight
-1.58664,55.18469,Slight
-0.63355,52.29605,Serious
-2.8507,54.89962,Slight
-3.27563,54.21142,Slight
-3.16637,54.16293,Slight
-3.25221,54.10025,Serious
-3.00223,54.24907,Slight
-2.43227,53.54718,Slight
-2.49848,53.5515,Slight
-2.38915,53.57635,Slight
-2.37687,53.48766,Slight
-2.12238,53.42078,Slight
-2.16855,53.40219,Serious
-2.09774,53.4553,Slight
-2.10004,53.49236,Slight
-2.09724,53.48624,Serious
-2.03971,53.44581,Slight
-2.11091,53.50006,Serious
-2.65166,53.52335,Slight
-3.048,53.54445,Serious
-1.43517,53.51131,Slight
-1.49142,53.54626,Serious
-1.48549,53.50479,Slight
-1.34619,53.50248,Slight
-1.33335,53.40688,Slight
-1.6493,54.97796,Slight
-1.65428,54.97091,Slight
-1.55205,55.04548,Serious
-1.53587,55.03618,Slight
-1.46077,54.926,Slight
-1.38781,54.9064,Slight
-1.41071,54.92202,Slight
-1.45851,54.88977,Slight
-2.03582,52.4726,Slight
-2.09033,52.50046,Slight
-2.11877,52.45549,Slight
-2.15898,52.46526,Serious
-1.76017,52.40015,Serious
-1.80384,52.42787,Slight
-1.96879,52.56285,Slight
-2.06424,52.59781,Slight
-1.91448,53.75098,Serious
-1.836,53.68575,Slight
-1.60066,54.96251,Slight
-1.60261,54.96074,Serious
-0.10629,51.51728,Serious
-0.09738,51.51771,Serious
0.13339,51.53136,Slight
0.09241,51.52967,Slight
0.13877,51.47259,Slight
-0.35266,51.60371,Slight
-0.25579,51.39843,Slight
-0.20622,51.41267,Serious
-0.27708,51.46767,Slight
-0.22185,51.36875,Slight
-0.20234,51.3406,Slight
-0.23271,51.37341,Slight
-0.02971,51.56868,Slight
-4.45255,54.95681,Serious
-4.31076,55.78079,Serious
-4.79655,55.94082,Serious
-2.27468,55.72395,Serious
-4.62765,55.45791,Slight
-3.69404,55.49877,Serious
-2.10689,57.14774,Slight
-2.57314,57.09274,Slight
-2.42297,57.47733,Serious
-3.31085,55.94081,Slight
-3.17196,55.97676,Slight
-3.17544,55.9728,Serious
-3.18183,55.93905,Serious
-3.37893,55.92343,Serious
-4.2271,55.90485,Slight
-3.33765,56.58931,Serious
-3.9801,55.79273,Slight
-3.97995,55.86227,Serious
-4.63923,52.13512,Serious
-4.04419,51.76741,Serious
-4.13875,51.6906,Slight
-3.87595,51.92513,Slight
-3.52676,51.52335,Slight
-3.26642,51.45789,Slight
-3.19069,51.47153,Slight
-3.35874,51.63825,Slight
-3.04233,51.64054,Serious
-3.04282,51.70692,Serious
-3.39635,51.75061,Slight
-1.53978,54.52088,Serious
-2.99323,53.80195,Slight
-0.08222,53.56715,Slight
-0.55847,53.54112,Serious
-0.98742,53.89592,Slight
-1.07394,53.94875,Slight
-1.44234,52.9188,Serious
-1.46894,52.90818,Slight
-1.50146,52.91729,Slight
-1.18548,52.64356,Slight
-2.71967,52.05174,Slight
-2.72442,52.05617,Slight
-2.30147,51.33821,Slight
-2.43755,51.5309,Serious
-4.16439,50.37867,Serious
-4.08147,50.3873,Slight
-3.5704,50.442,Slight
-1.77948,51.56532,Slight
-0.19491,52.63949,Slight
-0.41959,51.87621,Slight
-0.43223,51.88183,Slight
-0.41827,51.88267,Slight
0.79926,51.53484,Serious
0.7798,51.53209,Serious
0.72381,51.53488,Slight
0.67936,51.54188,Slight
0.27182,51.48963,Slight
0.30181,51.48588,Slight
0.51411,51.40188,Slight
-0.68743,51.41137,Slight
-0.86026,51.43313,Slight
-0.66687,52.02581,Serious
-0.70916,52.08083,Slight
-1.40438,50.90506,Slight
-1.36897,50.94059,Slight
-1.42708,50.91199,Slight
-1.38795,50.91188,Serious
-1.41861,50.9148,Serious
-1.47983,54.6955,Slight
-1.64899,54.62294,Slight
-2.74376,52.70561,Slight
-0.47106,52.12919,Slight
-0.72543,52.41672,Slight
-0.65591,52.34604,Slight
-0.68145,52.49288,Slight
-0.79025,52.32777,Fatal
-2.95629,54.88988,Slight
-2.80836,54.2616,Fatal
-2.93913,54.17987,Serious
-3.22203,54.11215,Slight
-2.38372,53.54553,Slight
-2.28452,53.54332,Serious
-2.25844,53.54759,Slight
-2.32882,53.58457,Serious
-2.07953,53.54919,Slight
-2.01238,53.55593,Serious
-2.20243,53.53724,Slight
-2.15433,53.62038,Slight
-2.30698,53.48345,Serious
-2.16276,53.43891,Slight
-2.42763,53.41902,Serious
-2.66786,53.53604,Serious
-2.59993,53.46922,Slight
-2.5677,53.52952,Slight
-2.48366,53.50366,Serious
-2.82176,53.35626,Slight
-3.0333,53.3901,Slight
-1.63397,53.52892,Slight
-1.33593,53.54892,Slight
-1.34703,53.44632,Slight
-1.32301,53.39872,Slight
-1.33906,53.4031,Serious
-1.46487,52.41902,Serious
-1.58126,52.3995,Serious
-1.53102,52.39052,Slight
-2.1495,52.4377,Serious
-1.80453,52.39778,Slight
-1.98571,52.59118,Slight
-2.13093,52.61981,Slight
-2.18126,52.5754,Serious
-2.13014,52.60137,Slight
-2.10147,52.56498,Serious
-1.8603,53.71786,Serious
-1.58573,54.94424,Slight
-1.5997,54.9363,Slight
-1.62985,54.94126,Slight
-1.55971,54.89944,Slight
-0.07386,51.5101,Slight
0.12159,51.56258,Slight
-0.37688,51.57078,Slight
-0.21315,51.42839,Slight
-0.18504,51.38391,Slight
-0.13581,51.34895,Serious
-0.01979,51.58614,Serious
-0.01945,51.58494,Slight
-0.00846,51.57164,Slight
-0.03395,51.61257,Serious
-4.9723,54.90377,Serious
-4.65296,55.6215,Serious
-4.00387,55.76359,Slight
-4.35817,56.08826,Serious
-2.10977,57.14353,Serious
-3.14249,55.91163,Serious
-3.22174,55.97969,Serious
-3.40498,55.93644,Slight
-3.22957,55.96916,Slight
-3.46386,56.10086,Serious
-3.81072,56.3142,Fatal
-3.94445,55.8407,Serious
-4.01319,51.66854,Slight
-3.59222,51.53793,Slight
-3.43149,51.69395,Slight
-3.17115,51.78783,Slight
-3.05881,51.75529,Slight
-3.01845,51.65992,Slight
-2.71668,51.80097,Slight
-1.22399,54.56152,Slight
-1.30718,54.56647,Slight
-2.65904,53.32259,Slight
-2.59,53.38566,Slight
-2.51933,53.45212,Slight
-2.4998,53.7535,Slight
-3.03153,53.805,Slight
-3.05301,53.81389,Serious
-3.03879,53.82255,Slight
-0.12648,53.57718,Serious
-1.08103,53.9681,Slight
-1.07531,53.95377,Slight
-1.47723,52.91145,Serious
-1.48833,52.90189,Slight
-0.72273,52.59046,Slight
-2.94842,52.34851,Slight
-2.68958,52.1573,Slight
-2.32957,51.3747,Slight
-2.39447,51.38432,Slight
-2.5175,51.42529,Slight
-2.4872,51.49651,Slight
-4.08725,50.39189,Slight
-4.12491,50.3782,Slight
-4.10428,50.36711,Slight
-3.56293,50.44449,Serious
-1.71193,51.62722,Slight
-1.77836,51.55579,Slight
-0.30194,52.6462,Slight
-0.43561,51.9062,Slight
0.73276,51.53331,Slight
0.2811,51.49576,Serious
0.58384,51.33643,Slight
0.58272,51.36839,Serious
-0.78563,51.35368,Slight
-1.32192,51.39914,Slight
-1.50543,51.4678,Serious
-0.97511,51.45527,Slight
-0.73006,51.52058,Serious
-0.74729,51.46733,Slight
-0.90702,51.47327,Slight
-0.69557,52.03377,Slight
-0.78272,52.0369,Slight
-0.78875,52.06458,Slight
-1.08046,50.79302,Slight
-1.08607,50.80289,Serious
-1.06915,50.84671,Slight
-1.40094,50.90501,Slight
-1.41352,50.679,Slight
-1.28324,50.69833,Slight
-1.77967,54.86515,Slight
-1.60804,54.8584,Slight
-2.34954,52.52174,Slight
-2.63128,52.85301,Slight
-6.30205,49.91221,Serious
-0.5105,52.07451,Serious
-0.48433,52.10877,Slight
-1.55266,55.17028,Slight
-0.7277,52.39235,Slight
-0.72988,52.41119,Slight
-2.92007,54.88565,Serious
-3.56777,54.53555,Slight
-3.43321,54.41025,Slight
-2.75245,54.66423,Slight
-2.46726,54.364,Fatal
-2.39371,53.58256,Serious
-2.38562,53.57839,Serious
-2.40209,53.55372,Slight
-2.25405,53.4866,Slight
-2.2537,53.50334,Fatal
-2.12278,53.38058,Slight
-2.20082,53.38765,Serious
-2.14537,53.47946,Slight
-2.31499,53.42344,Slight
-2.59634,53.54,Slight
-2.58331,53.53537,Slight
-2.55461,53.47459,Slight
-2.8867,53.4808,Slight
-2.74787,53.40286,Slight
-2.76926,53.46561,Slight
-3.00039,53.4681,Serious
-3.0226,53.47564,Slight
-1.50173,53.53338,Slight
-1.30987,53.52756,Slight
-1.38298,53.43105,Serious
-1.50397,54.87594,Serious
-1.53766,54.90247,Slight
-1.38101,54.90759,Slight
-1.43013,54.92037,Slight
-1.3784,54.9303,Slight
-2.11461,52.47408,Slight
-2.04368,52.47143,Serious
-1.72905,52.45143,Slight
-1.95624,52.6031,Slight
-2.08943,52.5855,Slight
-1.85529,53.72106,Slight
-1.86704,53.68812,Slight
-1.90094,53.72347,Slight
-1.55865,54.90672,Slight
-0.08946,51.51333,Serious
-0.08811,51.51868,Slight
0.12735,51.53173,Slight
0.14996,51.44368,Slight
-0.30926,51.60935,Serious
-0.37529,51.609,Slight
-0.36616,51.60912,Slight
-0.25413,51.38668,Slight
-3.66524,55.11885,Slight
-4.39254,55.79933,Serious
-3.82356,56.00521,Slight
-3.02887,55.87169,Serious
-3.82429,55.58347,Serious
-3.18982,55.97859,Slight
-3.17099,55.96241,Serious
-4.37827,55.86563,Slight
-2.87377,56.48007,Slight
-3.98076,55.79398,Slight
-3.96807,55.82321,Slight
-3.90866,55.81509,Slight
-3.79156,53.27803,Slight
-4.92298,51.64401,Serious
-4.7326,51.71351,Slight
-3.9937,51.87504,Slight
-4.08542,51.79593,Slight
-3.57639,51.49544,Slight
-3.16583,51.48174,Slight
-3.24009,51.57982,Slight
-2.96508,51.58281,Serious
-2.96356,51.58183,Slight
-2.98084,51.60133,Slight
-3.32107,52.49802,Slight
-3.44056,52.03166,Slight
-1.19548,54.52362,Slight
-1.19078,54.54959,Fatal
-0.1106,53.56271,Slight
-0.13982,53.57104,Slight
-0.52833,53.51084,Slight
-0.61638,53.56277,Serious
-0.60257,53.49874,Serious
-0.65541,53.58619,Slight
-1.09631,53.95203,Slight
-1.44069,52.93405,Slight
-1.10839,52.64422,Slight
-1.1409,52.59185,Slight
-1.08816,52.62926,Slight
-1.12376,52.64827,Serious
-2.55177,51.96953,Slight
-2.3626,52.77109,Slight
-2.66063,51.46048,Serious
